transaction_id,timestamp,phone_hash,bank,account_id,transaction_type,amount,direction,beneficiary_merchant,atm_id,city,channel,fraud_label
TXN-0016337,2022-12-15 13:33:44,d1dca4be26a68015,SBI,AC-962801,IMPS,121225.1,credit,BigBasket,,Hyderabad,online,no
TXN-0016338,2024-08-04 12:16:31,40b81d2711c468e7,BOB,AC-611518,NET_BANKING,77478.97,debit,Amazon,,Hyderabad,online,no
TXN-0016339,2021-04-05 00:18:02,87835288d1d51ba7,Canara,AC-150589,UPI,149942.85,debit,GooglePay,,Coimbatore,online,no
TXN-0016340,2020-06-06 04:56:50,970a644b1ad2ee2c,Kotak,AC-419841,ATM_WITHDRAWAL,25000,debit,,ATM-01245,Ahmedabad,ATM,no
TXN-0016341,2019-11-12 21:38:47,a4ebc29d07ce4244,ICICI,AC-684903,RTGS,26685.6,credit,Amazon,,Coimbatore,online,no
TXN-0016342,2023-11-23 10:16:14,8bb212a2cbcaaa72,ICICI,AC-527101,RTGS,131001.81,credit,Croma,,Surat,online,no
TXN-0016343,2019-05-28 01:14:10,da2c1b69d5ced898,ICICI,AC-968403,NET_BANKING,56046.05,credit,Spotify,,Patna,online,no
TXN-0016344,2021-03-24 02:54:49,0818a98ea467e46d,ICICI,AC-945392,CASH_DEPOSIT,142307.67,debit,,,Pune,online,no
TXN-0016345,2022-05-04 16:18:30,0e763962215884f2,BOB,AC-837674,NET_BANKING,30449.21,credit,Amazon,,Pune,online,no
TXN-0016346,2019-05-04 19:27:13,6dfdee0eda76a528,HDFC,AC-866222,NET_BANKING,117365.28,credit,Flipkart,,Hyderabad,online,no
TXN-0016347,2020-10-09 11:09:21,c3d5179da4cca8c9,PNB,AC-640323,ATM_WITHDRAWAL,3000,debit,,ATM-00969,Indore,ATM,no
TXN-0016348,2023-12-02 17:50:28,15a162842a905e17,ICICI,AC-391732,NET_BANKING,39111.04,credit,Spotify,,Chennai,online,no
TXN-0016349,2022-01-26 01:15:33,ea512238376a1654,ICICI,AC-112185,CASH_DEPOSIT,180288.22,credit,,,Delhi,online,no
TXN-0016350,2021-06-30 15:12:37,5d04200497ca2165,Union,AC-349881,UPI,64822.31,credit,PhonePe,,Kolkata,online,no
TXN-0016351,2021-01-25 13:09:50,3edb1e31de50e46a,HDFC,AC-267148,RTGS,3609.51,debit,Razorpay,,Indore,online,no
TXN-0016352,2021-11-07 13:53:59,b5258588c6c57123,HDFC,AC-902416,IMPS,112351.47,credit,BigBasket,,Jaipur,online,no
TXN-0016353,2021-01-23 18:10:29,1f8559fb1efb4c56,Axis,AC-689889,UPI,26765.13,credit,Amazon,,Delhi,online,no
TXN-0016354,2024-11-05 06:01:14,ff1bb3c1f22da911,SBI,AC-963467,RTGS,112551.45,credit,Spotify,,Pune,online,no
TXN-0016355,2021-02-14 11:13:19,f33db832294c5570,Kotak,AC-327532,IMPS,118526.43,debit,Spotify,,Pune,online,no
TXN-0016356,2023-06-14 02:12:35,ef4f8f67dca5e204,HDFC,AC-648358,ATM_WITHDRAWAL,2000,debit,,ATM-01475,Mumbai,ATM,no
TXN-0016357,2021-07-04 13:21:19,3526f03cd6a0381b,Kotak,AC-582655,POS,39459.37,credit,Paytm,,Hyderabad,POS,no
TXN-0016358,2024-03-10 20:48:31,40290c8ac3b496b1,Axis,AC-804397,CASH_DEPOSIT,192801.79,debit,,,Hyderabad,online,no
TXN-0016359,2024-11-26 17:26:30,e533f751fc278299,Canara,AC-488809,NET_BANKING,62399.92,credit,Reliance Digital,,Kolkata,online,no
TXN-0016360,2020-05-11 09:55:28,f93a220b186ffb78,HDFC,AC-455330,ATM_WITHDRAWAL,2000,debit,,ATM-01946,Hyderabad,ATM,no
TXN-0016361,2024-12-09 20:10:50,404f7647de3ac3dd,ICICI,AC-192741,RTGS,2063.75,debit,GooglePay,,Mumbai,online,no
TXN-0016362,2020-11-03 11:17:59,f535208464611496,Axis,AC-882407,CASH_DEPOSIT,194155.95,debit,,,Ahmedabad,online,no
TXN-0016363,2022-06-07 00:56:43,f3088814129a09a7,HDFC,AC-721816,UPI,42080.54,debit,Zomato,,Ahmedabad,online,no
TXN-0016364,2021-12-18 07:10:17,560a0c63b73d3879,Union,AC-714225,NEFT,180045.43,credit,Flipkart,,Patna,online,no
TXN-0016365,2023-04-06 16:26:57,e734b5bfe9c4d4c8,Union,AC-529732,POS,77198.98,credit,BigBasket,,Kolkata,POS,no
TXN-0016366,2019-01-01 04:38:46,52cf001e7c1fbdb8,ICICI,AC-500182,CASH_DEPOSIT,68519.41,debit,,,Surat,online,no
TXN-0016367,2023-10-13 09:33:32,4c901bd23bb99f41,Canara,AC-991734,NEFT,86741.22,credit,Myntra,,Coimbatore,online,no
TXN-0016368,2024-11-14 11:44:11,bb20c2ef67c53f3a,Canara,AC-545081,NET_BANKING,87037.96,debit,Paytm,,Delhi,online,no
TXN-0016369,2023-07-03 14:01:03,e127c1f291d6db08,Canara,AC-892852,RTGS,189297.69,credit,PhonePe,,Hyderabad,online,no
TXN-0016370,2019-10-08 06:14:55,f2c0c03521ef2aab,BOB,AC-888176,IMPS,38808.36,debit,Flipkart,,Lucknow,online,no
TXN-0016371,2023-12-05 15:37:45,13d27f0a6afb6ea2,Canara,AC-566570,POS,84001.89,debit,Amazon,,Indore,POS,no
TXN-0016372,2024-01-02 10:13:52,026aa19cf95e9358,Axis,AC-411752,UPI,193321.58,credit,Paytm,,Surat,online,no
TXN-0016373,2024-11-27 21:47:42,f71f8ed40409a5d4,PNB,AC-768363,CASH_DEPOSIT,195436.08,debit,,,Pune,online,no
TXN-0016374,2020-02-28 08:50:04,f8d03a29c34f0551,HDFC,AC-626060,NET_BANKING,188203.43,credit,Razorpay,,Jaipur,online,no
TXN-0016375,2019-06-19 18:17:02,c97c8ec5fe607854,ICICI,AC-921794,ATM_WITHDRAWAL,5000,debit,,ATM-01697,Mumbai,ATM,no
TXN-0016376,2020-03-26 19:20:16,64bde10020ddc8e6,Kotak,AC-479082,POS,81817.35,credit,Zomato,,Delhi,POS,no
TXN-0016377,2023-03-22 17:50:33,cdec82eadffccb38,HDFC,AC-803100,NET_BANKING,173653.86,credit,Zomato,,Surat,online,no
TXN-0016378,2022-09-23 05:23:15,caec0760033fe405,BOB,AC-930530,NEFT,58872.69,debit,GooglePay,,Pune,online,no
TXN-0016379,2023-12-06 08:32:11,cbfed9327e00ecbd,HDFC,AC-900539,RTGS,160721.31,debit,Reliance Digital,,Indore,online,no
TXN-0016380,2019-06-05 01:01:59,2d8742036800630d,SBI,AC-753656,POS,51300.27,credit,Razorpay,,Lucknow,POS,no
TXN-0016381,2021-05-27 00:08:45,daa7655fad2b0956,HDFC,AC-454754,ATM_WITHDRAWAL,2000,debit,,ATM-00547,Jaipur,ATM,no
TXN-0016382,2019-11-25 07:46:52,c5b7711c21af085d,Canara,AC-172652,POS,158853.53,debit,Myntra,,Patna,POS,no
TXN-0016383,2023-07-28 03:54:00,5d28875af4aafc87,PNB,AC-529024,POS,115514.37,credit,Netflix,,Indore,POS,no
TXN-0016384,2021-05-31 03:15:33,a32d1adc4a1c60dd,BOB,AC-521498,NET_BANKING,88652.62,credit,BigBasket,,Kolkata,online,no
TXN-0016385,2021-10-02 21:37:00,e49f5460f9eb96af,Kotak,AC-303443,IMPS,42449.41,debit,Myntra,,Patna,online,no
TXN-0016386,2024-03-16 04:14:56,4e4f7b36b049a3b6,Yes,AC-842440,RTGS,19553.19,credit,Zomato,,Surat,online,no
TXN-0016387,2019-01-11 13:17:43,d8f90568d2da17af,ICICI,AC-800729,ATM_WITHDRAWAL,15000,debit,,ATM-00861,Patna,ATM,no
TXN-0016388,2024-11-16 02:43:36,404fa01305b55282,Union,AC-343431,ATM_WITHDRAWAL,10000,debit,,ATM-01035,Ahmedabad,ATM,no
TXN-0016389,2024-10-14 01:49:33,7509b54670790b59,Yes,AC-841218,NEFT,74674.1,credit,GooglePay,,Jaipur,online,no
TXN-0016390,2019-05-12 20:14:38,2c25f0d52a4d70b5,SBI,AC-552969,UPI,77240.94,credit,Paytm,,Madurai,online,no
TXN-0016391,2020-12-17 03:44:18,2d81f0efb93786ec,BOB,AC-397510,ATM_WITHDRAWAL,25000,debit,,ATM-01999,Bengaluru,ATM,no
TXN-0016392,2022-08-25 09:51:31,fb6d04e9dde2b169,PNB,AC-222625,NET_BANKING,150064.05,debit,Amazon,,Patna,online,no
TXN-0016393,2022-08-15 11:05:23,1e5073b04169981a,Canara,AC-138569,POS,74845.55,credit,PhonePe,,Hyderabad,POS,no
TXN-0016394,2021-12-10 08:05:36,07581ce560238438,SBI,AC-591808,POS,101455.02,debit,Myntra,,Lucknow,POS,no
TXN-0016395,2019-08-28 08:38:48,3709df09ca904fc3,Axis,AC-215831,NEFT,198544.49,debit,Spotify,,Mumbai,online,no
TXN-0016396,2023-10-23 04:27:58,5d35c8f4ea283c14,BOB,AC-628378,ATM_WITHDRAWAL,20000,debit,,ATM-01651,Patna,ATM,no
TXN-0016397,2023-08-24 15:55:26,b9ed72978e53c0cb,HDFC,AC-206096,CASH_DEPOSIT,38960.94,credit,,,Pune,online,no
TXN-0016398,2020-11-02 01:58:29,0812b46647e786d9,Kotak,AC-133069,NEFT,70205.05,debit,Amazon,,Kolkata,online,no
TXN-0016399,2020-10-06 19:26:52,31374e36b6aa45e8,BOB,AC-744125,CASH_DEPOSIT,155485.08,credit,,,Madurai,online,no
TXN-0016400,2022-06-26 21:47:24,7ba6500cf81a9f09,Axis,AC-110828,IMPS,178399.47,credit,BigBasket,,Lucknow,online,no
TXN-0016401,2020-04-10 03:31:25,1bcb6be24247bf1c,BOB,AC-422938,NET_BANKING,66224.64,credit,DMart,,Hyderabad,online,no
TXN-0016402,2022-07-21 15:30:05,4030003ff8aea93b,PNB,AC-847907,IMPS,43282.26,debit,Razorpay,,Chennai,online,no
TXN-0016403,2021-05-13 12:19:41,0f9fd73d0eac189f,ICICI,AC-486531,RTGS,21154.28,debit,Zomato,,Bengaluru,online,no
TXN-0016404,2021-02-18 23:51:49,84f5564ec9cc4f32,ICICI,AC-562540,RTGS,88203.01,debit,Swiggy,,Jaipur,online,no
TXN-0016405,2019-08-23 01:37:07,322af40c79c4e677,Kotak,AC-314393,RTGS,162338.59,credit,Netflix,,Ahmedabad,online,no
TXN-0016406,2019-11-07 11:29:07,daa7655fad2b0956,BOB,AC-129320,CASH_DEPOSIT,130531.1,debit,,,Jaipur,online,no
TXN-0016407,2024-09-11 17:47:55,e4dcdc67eba5a905,ICICI,AC-953543,NEFT,71809.51,credit,Flipkart,,Mumbai,online,no
TXN-0016408,2024-07-11 19:41:35,713a8458a194a281,SBI,AC-951523,IMPS,169311.94,credit,Croma,,Kolkata,online,no
TXN-0016409,2020-05-25 14:21:08,db9a212e716e831a,PNB,AC-255373,CASH_DEPOSIT,68787.44,credit,,,Madurai,online,no
TXN-0016410,2020-07-06 09:27:41,89073c81982d43c4,PNB,AC-968969,UPI,199747.91,debit,Croma,,Lucknow,online,no
TXN-0016411,2021-09-29 19:58:45,76e1692fa691f3fa,Yes,AC-224330,POS,61911.72,debit,Zomato,,Indore,POS,no
TXN-0016412,2019-12-24 19:45:24,96860ba10148deec,Axis,AC-873597,ATM_WITHDRAWAL,3000,debit,,ATM-00369,Patna,ATM,no
TXN-0016413,2020-02-05 00:12:11,62dd15baffa02d12,Kotak,AC-446155,NEFT,193495.93,credit,Myntra,,Bengaluru,online,no
TXN-0016414,2024-08-27 07:28:11,754a193bab8b996e,PNB,AC-706120,CASH_DEPOSIT,199234.27,credit,,,Chennai,online,no
TXN-0016415,2019-11-17 11:37:57,183a6db1d519df6b,Canara,AC-860384,ATM_WITHDRAWAL,25000,debit,,ATM-00600,Pune,ATM,no
TXN-0016416,2020-06-09 19:07:43,d61868d8e0b83248,Axis,AC-294304,ATM_WITHDRAWAL,3000,debit,,ATM-01360,Jaipur,ATM,no
TXN-0016417,2022-07-06 08:54:25,b214eaa5be979bc5,Kotak,AC-320008,CASH_DEPOSIT,13656.39,credit,,,Lucknow,online,no
TXN-0016418,2019-11-06 06:31:02,5c670270eca81bfc,SBI,AC-836525,RTGS,15348.22,credit,BigBasket,,Pune,online,no
TXN-0016419,2021-10-14 19:18:46,f207fa2dc4041a46,HDFC,AC-789268,ATM_WITHDRAWAL,25000,debit,,ATM-00863,Hyderabad,ATM,no
TXN-0016420,2019-08-22 18:46:13,5a8e1881c82f0456,Canara,AC-380848,RTGS,52470.83,debit,DMart,,Bengaluru,online,no
TXN-0016421,2023-11-14 00:10:55,ce44068a3eb8d337,Axis,AC-620392,CASH_DEPOSIT,36435.91,credit,,,Pune,online,no
TXN-0016422,2023-09-24 00:49:13,edfa7127c9750271,BOB,AC-462709,IMPS,113682.53,credit,Myntra,,Ahmedabad,online,no
TXN-0016423,2022-11-04 09:31:48,5326123e6fa7ca95,Union,AC-158075,POS,124844.34,credit,Spotify,,Madurai,POS,no
TXN-0016424,2020-01-05 05:42:42,59845558689f7835,ICICI,AC-231008,ATM_WITHDRAWAL,5000,debit,,ATM-00623,Lucknow,ATM,no
TXN-0016425,2022-06-17 17:12:26,35591642f42c8abd,Union,AC-118974,UPI,3315.37,debit,Reliance Digital,,Bengaluru,online,no
TXN-0016426,2023-05-27 22:49:22,11bfe44af45f82b8,Union,AC-989434,NET_BANKING,55349.55,credit,DMart,,Ahmedabad,online,no
TXN-0016427,2019-06-02 03:42:24,f265746b4db1f9fb,BOB,AC-802179,POS,133557.98,credit,BigBasket,,Lucknow,POS,no
TXN-0016428,2022-11-27 10:15:17,3fafa61cd7aa3046,HDFC,AC-786998,CASH_DEPOSIT,177729.64,credit,,,Bengaluru,online,no
TXN-0016429,2020-12-01 08:32:36,4cefbc8c45b35d7c,ICICI,AC-481508,IMPS,77095.33,credit,Croma,,Mumbai,online,no
TXN-0016430,2023-07-18 15:51:59,8c48525a4bd41332,Yes,AC-218038,NEFT,67191.84,credit,Myntra,,Coimbatore,online,no
TXN-0016431,2022-07-04 13:42:08,15c6ef4762cd10b2,SBI,AC-606105,NET_BANKING,83729.03,debit,Amazon,,Chennai,online,no
TXN-0016432,2020-09-18 09:42:11,bd8aff970c5d5024,Canara,AC-210339,IMPS,92579.18,credit,Myntra,,Pune,online,no
TXN-0016433,2024-02-08 06:36:40,52ae0b841fad43c5,Kotak,AC-324305,UPI,85002.16,credit,Swiggy,,Hyderabad,online,no
TXN-0016434,2023-07-08 15:37:28,bcfe1957d007e168,HDFC,AC-721196,CASH_DEPOSIT,124697.56,debit,,,Pune,online,no
TXN-0016435,2020-08-31 02:06:17,432b87e413b4321d,BOB,AC-779386,RTGS,984.16,credit,PhonePe,,Madurai,online,no
TXN-0016436,2023-02-07 07:09:55,ef502e7bddd44d65,Union,AC-849235,NEFT,16059.09,debit,Croma,,Lucknow,online,no
TXN-0016437,2021-09-26 11:17:22,b1529892a868af55,Yes,AC-654081,NEFT,155757.98,credit,PhonePe,,Delhi,online,no
TXN-0016438,2024-03-14 00:22:19,e4f8988fb9a63f19,PNB,AC-133514,CASH_DEPOSIT,131621.24,debit,,,Mumbai,online,no
TXN-0016439,2019-11-17 22:30:03,6941209c0bcef1bf,PNB,AC-480561,UPI,38661.09,credit,PhonePe,,Lucknow,online,no
TXN-0016440,2023-04-29 00:30:13,36c215bd7d90767e,PNB,AC-266241,NET_BANKING,134070.16,debit,Razorpay,,Bengaluru,online,no
TXN-0016441,2023-01-23 17:40:11,ef91cae6814a8396,HDFC,AC-341201,CASH_DEPOSIT,88517.35,credit,,,Hyderabad,online,no
TXN-0016442,2019-10-15 12:55:39,7d34952feeb30392,PNB,AC-588980,IMPS,149587.89,debit,BigBasket,,Delhi,online,no
TXN-0016443,2023-07-25 18:13:56,89761657e8adecbc,Kotak,AC-875014,UPI,83383.16,debit,DMart,,Mumbai,online,no
TXN-0016444,2024-03-25 03:32:17,d3097719643204a7,HDFC,AC-327866,NEFT,162397.73,credit,Flipkart,,Madurai,online,no
TXN-0016445,2021-05-17 19:00:10,5c193c473f7b2508,BOB,AC-923184,ATM_WITHDRAWAL,25000,debit,,ATM-01348,Kolkata,ATM,no
TXN-0016446,2021-01-27 03:26:04,cb44d34cb5755c3f,ICICI,AC-287801,ATM_WITHDRAWAL,20000,debit,,ATM-01818,Delhi,ATM,no
TXN-0016447,2022-04-18 03:39:29,0a90ff6e4d40e925,Yes,AC-304162,IMPS,198926.08,credit,Myntra,,Ahmedabad,online,no
TXN-0016448,2024-01-16 21:11:17,ea05b6bc0a155225,Canara,AC-697811,CASH_DEPOSIT,148769.41,debit,,,Jaipur,online,no
TXN-0016449,2023-05-20 13:27:16,5e18b0cef13c28a4,ICICI,AC-139327,ATM_WITHDRAWAL,15000,debit,,ATM-00292,Delhi,ATM,no
TXN-0016450,2022-03-11 18:57:59,e2a816e3c9dd4dc9,Kotak,AC-313185,NEFT,31241.91,debit,Amazon,,Kolkata,online,no
TXN-0016451,2023-04-14 14:37:56,e507607969ce1784,Union,AC-136453,IMPS,116213.98,credit,Croma,,Indore,online,no
TXN-0016452,2021-05-21 02:52:56,fd3bf4ab43c40521,Union,AC-489823,CASH_DEPOSIT,97256.68,credit,,,Jaipur,online,no
TXN-0016453,2022-10-13 22:51:16,d326dcded0640986,HDFC,AC-290280,UPI,197107.79,debit,GooglePay,,Pune,online,no
TXN-0016454,2020-06-16 10:20:46,f3704774206af7bc,Kotak,AC-813450,UPI,1786.48,debit,BigBasket,,Surat,online,no
TXN-0016455,2021-09-24 23:32:42,b1f5119458f8397e,Yes,AC-649526,RTGS,33838.95,credit,Paytm,,Delhi,online,no
TXN-0016456,2022-08-18 18:59:05,2457c114015a42ba,Axis,AC-432205,POS,33929.24,credit,PhonePe,,Jaipur,POS,no
TXN-0016457,2023-08-14 14:01:43,d1105fef0386732f,ICICI,AC-812039,NET_BANKING,74364.01,debit,Amazon,,Coimbatore,online,no
TXN-0016458,2024-01-01 12:49:59,f8cf712074eac451,SBI,AC-327364,IMPS,119808.01,credit,Amazon,,Jaipur,online,no
TXN-0016459,2019-02-09 10:34:40,3e55220cec70776a,Kotak,AC-362914,POS,9701.59,debit,Paytm,,Indore,POS,no
TXN-0016460,2023-07-10 11:20:34,4fa91c533d0eaa07,SBI,AC-566135,IMPS,115527.14,credit,Myntra,,Lucknow,online,no
TXN-0016461,2023-05-27 17:19:06,98324a125b79e457,PNB,AC-771494,NEFT,4160.95,credit,Razorpay,,Chennai,online,no
TXN-0016462,2023-04-01 23:07:57,73e2fe3d29ad8265,Kotak,AC-803813,NEFT,78449.61,debit,PhonePe,,Surat,online,no
TXN-0016463,2022-03-22 19:47:15,fa1eb9229a6d1603,Yes,AC-539640,CASH_DEPOSIT,152012.76,credit,,,Mumbai,online,no
TXN-0016464,2020-07-10 20:47:08,5e06205efe3c45d5,Canara,AC-355655,UPI,50898.02,credit,PhonePe,,Pune,online,no
TXN-0016465,2022-08-26 14:57:11,7dd51c929e8ed1f5,Yes,AC-168231,RTGS,77429.32,credit,Paytm,,Patna,online,no
TXN-0016466,2019-10-11 06:19:07,003e97cb5d87d322,SBI,AC-766647,RTGS,186425.45,debit,Reliance Digital,,Coimbatore,online,no
TXN-0016467,2021-06-03 20:13:48,f004ae4f99634d7e,PNB,AC-392315,POS,130941.65,debit,Reliance Digital,,Delhi,POS,no
TXN-0016468,2023-11-03 12:44:57,2e2b2aebf38cce68,Union,AC-971257,IMPS,99854.28,debit,BigBasket,,Ahmedabad,online,no
TXN-0016469,2022-07-27 22:29:56,1dcebadff470278c,SBI,AC-747722,NEFT,168001.67,debit,Netflix,,Ahmedabad,online,no
TXN-0016470,2022-09-28 12:13:48,c135a35fc396750a,BOB,AC-313244,IMPS,30842.81,debit,Zomato,,Lucknow,online,no
TXN-0016471,2021-03-13 01:13:12,087ae95b2b973c18,Yes,AC-214481,IMPS,148088.08,credit,DMart,,Delhi,online,no
TXN-0016472,2019-07-30 18:50:27,a11b29d2efbb516e,HDFC,AC-747351,NEFT,86219.78,credit,Zomato,,Bengaluru,online,no
TXN-0016473,2024-08-16 23:10:13,9f02a19e66cd6efd,Canara,AC-487108,CASH_DEPOSIT,17161.21,credit,,,Jaipur,online,no
TXN-0016474,2023-05-19 19:47:57,b51f01b1ba505c42,Kotak,AC-682297,CASH_DEPOSIT,94978.38,credit,,,Jaipur,online,no
TXN-0016475,2020-02-22 22:45:52,c20ae1c822180cf2,SBI,AC-814935,IMPS,39041.46,debit,PhonePe,,Pune,online,no
TXN-0016476,2024-11-01 19:52:49,57296dcbded46b49,PNB,AC-105337,POS,98134.56,credit,PhonePe,,Lucknow,POS,no
TXN-0016477,2024-04-02 18:52:06,706249ecd9bae918,Yes,AC-748981,UPI,127368.05,credit,GooglePay,,Coimbatore,online,no
TXN-0016478,2024-08-10 11:43:28,c80ad4957c948035,Axis,AC-193223,IMPS,89729.93,debit,Razorpay,,Indore,online,no
TXN-0016479,2023-12-15 04:07:41,1e353dbbf17fbe35,PNB,AC-573408,RTGS,120467.8,debit,Croma,,Pune,online,no
TXN-0016480,2020-02-13 01:38:15,c62ea536d49d2d20,HDFC,AC-163079,ATM_WITHDRAWAL,3000,debit,,ATM-00794,Madurai,ATM,no
TXN-0016481,2022-08-14 21:08:14,df4be6e8103900da,ICICI,AC-952546,NET_BANKING,84868.27,credit,Croma,,Delhi,online,no
TXN-0016482,2020-04-01 18:22:35,7d34952feeb30392,Axis,AC-153142,NET_BANKING,62818.59,credit,Reliance Digital,,Indore,online,no
TXN-0016483,2019-01-22 06:05:14,5f4db6705f442b84,Union,AC-576448,RTGS,168077.32,credit,Razorpay,,Jaipur,online,no
TXN-0016484,2021-06-30 00:06:55,7424ff7d79cec3d1,PNB,AC-897705,NEFT,110288.88,credit,Paytm,,Indore,online,no
TXN-0016485,2024-07-25 19:10:09,4b9d93dfc7030215,HDFC,AC-426861,POS,194699.0,credit,Swiggy,,Coimbatore,POS,no
TXN-0016486,2019-03-30 12:41:13,22dcbae3ddba2c40,PNB,AC-853951,NEFT,89225.8,debit,Razorpay,,Mumbai,online,no
TXN-0016487,2023-01-07 14:32:13,025b0f02e6793167,Kotak,AC-691218,RTGS,81754.45,credit,Paytm,,Kolkata,online,no
TXN-0016488,2021-10-30 02:16:09,616b38e49be3d787,Union,AC-272515,UPI,194314.24,debit,Paytm,,Ahmedabad,online,no
TXN-0016489,2019-10-17 02:23:55,49ae621593649fe3,SBI,AC-637013,POS,197008.89,debit,BigBasket,,Chennai,POS,no
TXN-0016490,2024-05-04 06:35:40,414aada8e6040c15,Kotak,AC-609164,CASH_DEPOSIT,139791.49,debit,,,Coimbatore,online,no
TXN-0016491,2024-08-24 03:12:13,a1bed05441c96379,HDFC,AC-604663,NET_BANKING,154953.03,credit,Flipkart,,Mumbai,online,no
TXN-0016492,2023-05-11 13:45:12,47f28da245dd9eb1,BOB,AC-254342,POS,151588.73,debit,PhonePe,,Lucknow,POS,no
TXN-0016493,2022-04-08 03:21:14,9695cff5b24bec66,PNB,AC-104371,ATM_WITHDRAWAL,10000,debit,,ATM-01166,Hyderabad,ATM,no
TXN-0016494,2024-04-06 06:49:57,4b20ad92cc2bc905,Canara,AC-613338,CASH_DEPOSIT,85878.7,credit,,,Ahmedabad,online,no
TXN-0016495,2020-12-09 07:20:39,20d373dd38088ff5,BOB,AC-947274,IMPS,46995.41,credit,Zomato,,Madurai,online,no
TXN-0016496,2019-12-27 17:46:40,b5c795caf7aed775,Axis,AC-899997,UPI,17554.98,debit,Paytm,,Coimbatore,online,no
TXN-0016497,2024-07-08 05:32:58,de914cee98251051,BOB,AC-736608,NET_BANKING,43503.29,credit,DMart,,Indore,online,no
TXN-0016498,2022-05-01 23:26:51,5c670270eca81bfc,HDFC,AC-684312,RTGS,109176.55,credit,Swiggy,,Jaipur,online,no
TXN-0016499,2021-01-09 22:49:34,6268d1721a3bdda4,Union,AC-777847,ATM_WITHDRAWAL,119481.27,debit,,ATM-00925,Patna,ATM,yes
TXN-0016500,2019-01-01 10:47:27,4d5e1fa6d488210c,Kotak,AC-867627,NEFT,35323.08,debit,Swiggy,,Coimbatore,online,no
TXN-0016501,2024-03-09 16:50:09,57cb1f8b96df647c,Kotak,AC-556917,POS,190471.77,credit,BigBasket,,Patna,POS,no
TXN-0016502,2019-12-25 16:07:15,e78a114e99a365b2,Yes,AC-636286,ATM_WITHDRAWAL,2000,debit,,ATM-00704,Mumbai,ATM,no
TXN-0016503,2023-09-15 15:46:42,8a0dbde3625e2ee0,SBI,AC-119148,IMPS,84634.08,debit,Croma,,Madurai,online,no
TXN-0016504,2021-12-18 01:35:50,8c952c9806b9cbbd,Canara,AC-324644,UPI,33655.93,credit,Flipkart,,Lucknow,online,no
TXN-0016505,2022-07-25 15:16:08,576b4c7cf8d932dd,Canara,AC-550292,UPI,126247.5,credit,Razorpay,,Delhi,online,no
TXN-0016506,2024-11-25 18:46:45,359621f52d17e375,ICICI,AC-208019,IMPS,30902.96,debit,DMart,,Jaipur,online,no
TXN-0016507,2021-05-07 21:56:04,6a2adcff880d2a48,ICICI,AC-271706,CASH_DEPOSIT,63422.89,debit,,,Mumbai,online,no
TXN-0016508,2020-06-06 05:54:45,802fbcddfc848891,Kotak,AC-950781,IMPS,125903.2,credit,Myntra,,Coimbatore,online,no
TXN-0016509,2021-03-14 18:46:06,89a6fdedafd73f6f,SBI,AC-946063,CASH_DEPOSIT,128332.02,debit,,,Madurai,online,no
TXN-0016510,2020-06-09 14:16:17,449d2b8351e0dac8,SBI,AC-532422,NEFT,90271.48,debit,BigBasket,,Pune,online,no
TXN-0016511,2024-08-09 06:47:13,734b1f27b1fb6a80,Union,AC-627538,IMPS,32920.11,credit,Razorpay,,Kolkata,online,no
TXN-0016512,2023-10-18 14:49:05,de3b5b0ed275f6bc,Kotak,AC-504286,ATM_WITHDRAWAL,3000,debit,,ATM-01448,Surat,ATM,no
TXN-0016513,2020-11-26 07:27:23,4dc90bfa1d05c6d5,Union,AC-694249,POS,154384.28,credit,GooglePay,,Chennai,POS,no
TXN-0016514,2020-04-05 13:03:53,f98ca4869455fab2,Axis,AC-625203,CASH_DEPOSIT,30245.79,credit,,,Hyderabad,online,no
TXN-0016515,2019-07-06 02:48:08,e85f0277a8720f34,ICICI,AC-366654,ATM_WITHDRAWAL,5000,debit,,ATM-00364,Pune,ATM,no
TXN-0016516,2020-04-02 09:48:52,d42e8202f0d86fad,PNB,AC-458468,NET_BANKING,195794.44,debit,Swiggy,,Coimbatore,online,no
TXN-0016517,2021-06-06 06:33:27,f29d2ceb14db6a2d,HDFC,AC-177584,UPI,172581.38,debit,Spotify,,Lucknow,online,no
TXN-0016518,2022-06-28 09:17:23,ad195861d48da3bf,SBI,AC-591395,CASH_DEPOSIT,137379.92,credit,,,Lucknow,online,no
TXN-0016519,2019-07-24 22:00:53,f5726fe51af5c11c,Axis,AC-106134,UPI,114843.45,credit,Croma,,Pune,online,no
TXN-0016520,2023-11-03 21:23:10,b39f8e3920642be2,Kotak,AC-550950,IMPS,1149.56,credit,Netflix,,Delhi,online,no
TXN-0016521,2024-07-10 17:47:21,d10f5748197c5269,SBI,AC-627016,RTGS,20974.57,debit,Flipkart,,Ahmedabad,online,no
TXN-0016522,2022-10-05 06:01:36,57715535434334e6,Kotak,AC-566218,CASH_DEPOSIT,143055.18,debit,,,Hyderabad,online,no
TXN-0016523,2021-09-25 10:30:29,c194cce106f87eda,BOB,AC-348232,IMPS,33206.14,debit,GooglePay,,Kolkata,online,no
TXN-0016524,2021-07-24 13:28:00,95940dcd4d75b365,Union,AC-783648,RTGS,27955.68,debit,GooglePay,,Madurai,online,no
TXN-0016525,2022-02-14 16:31:34,e0bad09dd3d6fac3,BOB,AC-344997,NET_BANKING,166644.22,credit,Razorpay,,Pune,online,no
